_id,orden,localizacion_codigo_postal,titulo,seo_url,created,contenido,localizacion_zoom,resumen,archivo,localizacion_pais,longitude,modified,fecha_finalizacion,id,localizacion_municipio,localizacion_direccion,localizacion_latitud_utm,fecha_publicacion,latitude,localizacion_longitud_utm,extra_url
9,9,15702,Colegiata Santa María a Real do Sar,colexiata-santa-maria-a-real-do-sar-6,2010-03-04T12:42:00,"<p>S. XII. Rom&aacute;nica.<br /><br />Construida en el siglo XII a las orillas del r&iacute;o Sar es, junto con la Catedral, la iglesia que conserva mayor parte de su primitiva f&aacute;brica rom&aacute;nica. <br /><br />En el exterior llaman la atenci&oacute;n los robustos arbotantes construidos entre los siglos XVII y XVIII para proteger los muros septentrionales y evitar su derrumbe: bien fuese por un error t&eacute;cnico en la construcci&oacute;n, por la atrevida elevaci&oacute;n de las naves laterales, por el corrimiento del inestable terreno sobre el que se asienta, que a menudo es inundado por el r&iacute;o, o por voluntad de quienes trabajaron en su construcci&oacute;n, los muros y las columnas interiores est&aacute;n visiblemente inclinados, lo que le confiere un singular atractivo y oblig&oacute; a rehacer la b&oacute;veda de ca&ntilde;&oacute;n en el siglo XVI. <br /><br />El interior, de hermosas proporciones, impresiona a todo aquel que lo visita por la inclinaci&oacute;n de las columnas hacia las naves laterales, dando sensaci&oacute;n de inestabilidad. La pila bautismal, a la derecha de la puerta principal, es una interesante pieza arqueol&oacute;gica del siglo XII. <br /><br />A trav&eacute;s de la sacrist&iacute;a puede accederse al claustro, el &uacute;nico que posee la ciudad en estilo rom&aacute;nico. S&oacute;lo se conserva una de las alas, el resto pertenece a los siglos XVII y XVIII. Dentro se expone una <a href=""http://www.santiagoturismo.com/museos/museo-da-colexiata-do-sar"" target=""_blank"">buena colecci&oacute;n de piezas arqueol&oacute;gicas y lit&uacute;rgicas</a>.<br /><br /></p>",18,"<p>S. XII. Rom&aacute;nica.&nbsp;Construida en el siglo XII a las orillas del r&iacute;o Sar es, junto con la Catedral, la iglesia que conserva mayor parte de su primitiva f&aacute;brica rom&aacute;nica.&nbsp;</p>",070102SantiagoSantaMdeSarplumayacuarelaemail.jpg,España,-8.53701858,2020-01-10T11:32:00,0,141,Santiago de Compostela,Rúa de Sar,4761603.28404188,2010-03-04T12:10:00,42.87221001,4761603.28404188,http://www.santiagoturismo.com/monumentos/colexiata-santa-maria-a-real-do-sar-6
10,10,15702,Colegio de Fonseca,colexio-de-fonseca-3,2010-04-15T16:17:00,"<p>S. XVI. Renacentista.<br /><br />Este colegio fue mandado construir por el arzobispo Alonso de Fonseca adaptando la casa donde &eacute;l hab&iacute;a nacido y que pertenec&iacute;a a su influyente familia, para ejercer la funci&oacute;n pedag&oacute;gica. Comenz&oacute; a funcionar en el a&ntilde;o 1544 y en &eacute;l tendr&aacute; sede la Universidad Compostelana creada con el patrocinio de su familia a principios de siglo. La fachada es de estilo renacentista. Consta de dos cuerpos con estatuas g&oacute;ticas en los intercolumnios y en los nichos del friso. En el centro de la fachada, en el medio del friso que separa los dos cuerpos con los que cuenta el edificio, destaca el escudo con las cinco estrellas de los Fonseca, rodeado de las im&aacute;genes que representan a los Doctores de la Iglesia. En el interior podemos visitar el patio circundado por una leyenda epigr&aacute;fica, obra de Gil de Honta&ntilde;&oacute;n. A la derecha de la puerta est&aacute; la entrada a la capilla g&oacute;tica y a la izquierda la entrada al Sal&oacute;n Artesonado. En la actualidad acoge la Biblioteca Xeral da Universidade.</p>",19,"<p>S. XVI. Renacentista. Este colegio fue mandado construir por el arzobispo Alonso de Fonseca adaptando la casa donde &eacute;l hab&iacute;a nacido y que pertenec&iacute;a a su influyente familia, para ejercer la funci&oacute;n pedag&oacute;gica. Comenz&oacute; a funcionar en el a&ntilde;o 1544 y en &eacute;l tendr&aacute; sede la Universidad Compostelana creada con el patrocinio de su familia a principios de siglo.&nbsp;</p>",061212SantiagoColegioFonsecaplumayacuarelaemail.jpg,España,-8.54541053,2020-07-21T16:40:00,0,140,Santiago de Compostela,Rúa do Franco 3,4762447.09484368,2010-03-04T12:10:00,42.87939848,4762447.09484368,http://www.santiagoturismo.com/monumentos/colexio-de-fonseca-3
11,11,15704,Casa da Conga,casa-da-conga-1,2010-03-04T12:42:00,"<p>Principios S.XVIII. Barroco.<br /><br />Se trata de un edificio barroco constru&iacute;do para vivienda de los can&oacute;nigos de la catedral. El dise&ntilde;o inicial se debe a Domingo de Andrade, pero qui&eacute;n finaliz&oacute; la construcci&oacute;n en 1730 fue Casas y Novoa. Est&aacute; situada cerrando la parte sur de la Plaza de la Quintana.</p> <p>Se estructura como un bloque de cuatro casas con un vistoso p&oacute;rtico corrido que une las cuatro edificaciones. Es de estilo muy clasicista en contraste con la Casa da Parra situada en la parte superior de la plaza.</p> <p>En la actualidad&nbsp;es sede de Campus Stellae, instituci&oacute;n que desarrolla el centro de postgrado Instituto Europeo, el Espacio de Arte y centro coworking, as&iacute; como una oficina privada de atenci&oacute;n al peregrino. El resto est&aacute; ocupado por comercios, restaurantes, bares y cafeter&iacute;as.</p>",19, ,061211SantiagoCasadaCongaplumayacuarelaemail.jpg,España,-8.54374259,2019-04-04T09:23:00,0,109,Santiago de Compostela,Praza da Quintana de Mortos,4762527.71897801,2010-03-04T12:07:00,42.88020528,4762527.71897801,http://www.santiagoturismo.com/monumentos/casa-da-conga-1
12,12,15704,Antiguo Hospital e Iglesia de San Roque,antigo-hospital-e-igrexa-de-san-roque-7,2010-03-04T12:42:00,"<p>HOSPITAL s. XVI.</p> <p>En lo alto de R&uacute;a das Rodas, donde comienza R&uacute;a de San Roque, nos encontramos con este edificio originario del siglo XVI y transformado en el XVIII. Se levant&oacute; con fines asistenciales debido a las epidemias de peste del siglo XVI, dedic&aacute;ndose a San Roque por ser este uno de los santos m&aacute;s evocados para proteger contra esa enfermedad. Del siglo XVI conserva la fachada renacentista atribuida a Gaspar de Arce. Su estructura cuenta con planta rectangular y un claustro de dos galer&iacute;as.<br /><br />IGLESIA s. XVIII. Barroca.</p> <p>Formando conjunto con el hospital, est&aacute; la Iglesia de San Roque, de planta tambi&eacute;n rectangular y de estilo barroco. En su interior acoge uno de los m&aacute;s importantes retablos de Sim&oacute;n Rodr&iacute;guez.</p>",18, ,061218SantiagoCapilladeSanRoqueplumayacuarelaemail.jpg,España,-8.54192884,2020-09-13T16:20:00,0,148,Santiago de Compostela,Rúa de San Roque 2,4762870.40260620,2010-03-04T12:07:00,42.88337817,4762870.40260620,http://www.santiagoturismo.com/monumentos/antigo-hospital-e-igrexa-de-san-roque-7
13,13,15704,Convento del Carmen,convento-do-carme-2,2010-03-04T12:42:00,"<p>S. XVIII. Barroco. <br /><br />En la confluencia de las calles Os Loureiros y Santa Clara se alza el austero convento de las Carmelitas Descalzas, orden de clausura tra&iacute;da a Compostela por la escritora m&iacute;stica gallega Mar&iacute;a Antonia de Jes&uacute;s. De estilo carmelitano, s&oacute;lido y sencillo, en la fachada -id&eacute;ntica a la de San Jos&eacute; de &Aacute;vila- destacan la siller&iacute;a de granito y la imagen policromada de la patrona de los marineros, atribuida a Jos&eacute; Gambino.<br /><br /></p>",18, ,061212SantiagoConventodelCarmenplumayacuarelaemail.jpg,España,-8.54146198,2017-02-28T13:31:00,0,149,Santiago de Compostela,Rúa de Santa Clara 8,4763073.13233246,2010-03-04T12:07:00,42.88522579,4763073.13233246,http://www.santiagoturismo.com/monumentos/convento-do-carme-2
14,14,15703,Iglesia y Convento de San Domingos de Bonaval,igrexa-e-convento-de-san-domingos-de-bonaval,2010-03-04T12:42:00,"<p>IGLESIA: S. XIV. G&oacute;tico con reminiscencias rom&aacute;nicas. <br /><br />La iglesia fue construida en el siglo XIV siguiendo los c&aacute;nones de la arquitectura mendicante. Consta de tres naves separadas por arcos de medio punto y una estilizada capilla mayor con altas ventanas y b&oacute;veda de crucer&iacute;a. A trav&eacute;s del convento se accede a su interior, en el que destacan los cuatro sepulcros g&oacute;ticos situados a ambos lados del altar, las V&iacute;rgenes con el Ni&ntilde;o del siglo XV y la capilla del Rosario, que contiene retablos barrocos elaborados por Pedro Taboada y Francisco Castro Canseco. Es de gran inter&eacute;s el Pante&oacute;n de Galicia, situado en una capilla lateral de la iglesia, donde reposan, entre otros, Rosal&iacute;a de Castro, Castelao, Alfredo Bra&ntilde;as, Ram&oacute;n Cabanillas y Francisco Asorey. Por este motivo este templo es un lugar asociado a la memoria galleguista. El claustro alberga un interesante crucero g&oacute;tico. En la actualidad se utiliza como lugar de exposiciones y conciertos. <br /><br />CONVENTO: S. XIII. Diferentes estilos. <br /><br />Fundado seg&uacute;n la tradici&oacute;n en 1220 por Santo Domingo de Guzm&aacute;n, el edificio actual data del siglo XIV en sus partes m&aacute;s antiguas, con reformas y ampliaciones realizadas en el siglo XVII por Domingo de Andrade, que deja su huella barroca en el convento. En 1912 fue declarado Monumento Nacional. Sus dependencias albergan el Museo do Pobo Galego, en donde se conserva la memoria etnogr&aacute;fica de Galicia. A las distintas salas -dedicadas al mar, la agricultura, los oficios artesanales o el traje gallego- se accede a trav&eacute;s de la sorprendente triple escalera de caracol de Domingo de Andrade, obra emblem&aacute;tica del barroco compostelano. Cada una de sus tres rampas conduce, independientes unas de otras, a cada uno de los pisos del convento.</p>",19, ,070118SantiagoConventodeStoDomingodeBonavalplumayacuarelaemail.jpg,España,-8.53920109,2020-06-25T10:57:00,0,150,Santiago de Compostela,Costa de San Domingos,4762740.55335997,2010-03-04T12:10:00,42.88234170,4762740.55335997,http://www.santiagoturismo.com/monumentos/igrexa-e-convento-de-san-domingos-de-bonaval
15,15,15704,Convento e Iglesia de Santo Agostiño,convento-e-igrexa-de-santo-agostino,2010-03-04T12:42:00,"<p>S. XVII. Barroco <br /><br />Situado en la plaza del mismo nombre, el convento de San Agust&iacute;n se construy&oacute; a mediados del siglo XVII, con una donaci&oacute;n del Conde de Altamira, para la Orden de los Agustinos Calzados. La iglesia y el claustro son obra de Fern&aacute;ndez Lechuga. En la fachada de estilo neocl&aacute;sico se halla una imagen de la Virgen de la Cerca, as&iacute; llamada por haber estado colocada en un nicho de la antigua muralla. El proyecto inicial contaba con dos torres: la de la derecha nunca fue terminada y la de la izquierda fue destruida por un rayo en 1788. El convento fue abandonado en la &eacute;poca de la exclaustraci&oacute;n, dedic&aacute;ndose a diversos usos. En la actualidad est&aacute; ocupado por los jesuitas y funciona como colegio mayor universitario.<br /><br /></p>",19, ,070319SantiagoIglesiadeSanAgostioplumaycoloremail.jpg,España,-8.54125016,2018-10-17T10:04:00,0,151,Santiago de Compostela,Rúa de Santo Agostiño 2,4762562.17076779,2010-03-04T12:10:00,42.88063645,4762562.17076779,http://www.santiagoturismo.com/monumentos/convento-e-igrexa-de-santo-agostino
16,16,0,Pazo de Bendaña,pazo-de-bendana-1,2010-03-04T12:42:00,"<p>Mediados s. XVIII. Barroco.<br /><br />Palacio urbano obra de Clemente Fern&aacute;ndez Sarela y mandado construir por los marqueses de Benda&ntilde;a. Fue terminado en 1759. Destaca por los art&iacute;sticos balcones con enrejados del barroco compostelano y por la estatua de un Atlas o H&eacute;rcules sosteniendo el globo del mundo que corona la fachada sobre el escudo de los marqueses. Son tambi&eacute;n peculiares la robusta chimenea y la espaciosa escalera central. En el siglo XIX los originales tragaluces del cuerpo inferior se convirtieron en puertas, cambiando el aspecto de la fachada. En la actualidad alberga la <a href=""http://www.santiagoturismo.com/museos/museo-fundacion-eugenio-granell"" target=""_blank"">Fundaci&oacute;n y Museo Eugenio Granell </a>dedicado a actividades culturales y exposiciones.</p>",0,<p>Mediados s. XVIII. Barroco. Palacio urbano obra de Clemente Fern&aacute;ndez Sarela y mandado construir por los marqueses de Benda&ntilde;a. Fue terminado en 1759. Destaca por los art&iacute;sticos balcones con enrejados del barroco compostelano y por la estatua de un Atlas o H&eacute;rcules sosteniendo el globo del mundo que corona la fachada sobre el escudo de los marqueses.</p>,061226SantiagoPazodeBendaaplumayacuarelaemail.jpg, ,-8.54491700,2020-06-25T11:00:00,0,132, ,"Praza do Toural, s/n",4762253.30701645,2010-03-04T12:10:00,42.87767800,4762253.30701645,http://www.santiagoturismo.com/monumentos/pazo-de-bendana-1
17,17,15705,Colegio San Clemente de Pasantes,colexio-san-clemente-de-pasantes-2,2010-03-04T12:42:00,"<p>Se fund&oacute; en 1610 por el arzobispo Juan de Sanclemente y Torquemada para ense&ntilde;ar teolog&iacute;a, y fue denominado San Clemente de Pasantes porque en &eacute;l se admit&iacute;an &uacute;nicamente doctores, es decir, personas que ya hubiesen terminado la carrera.<br /><br />Es actual sede del Instituto de Bachillerato 'Rosal&iacute;a de Castro', aunque desde su fundaci&oacute;n ha albergado numerosas instituciones p&uacute;blicas y privadas tales como la Real Sociedad Econ&oacute;mica de Amigos del Pa&iacute;s, el Museo Arqueol&oacute;gico, la facultad de Derecho, etc. Tiene planta cuadrangular, en siller&iacute;a de granito, con dos alturas y dispuesta en torno a un patio central cl&aacute;sico, acorde con su destino universitario. En la fachada hay elementos decorativos innovadores en el barroco gallego de inicios del siglo XVII. <br /><br /></p>",19,"<p>Se fund&oacute; en 1610 por el arzobispo Juan de Sanclemente y Torquemada para ense&ntilde;ar teolog&iacute;a, y fue denominado San Clemente de Pasantes porque en &eacute;l se admit&iacute;an &uacute;nicamente doctores, es decir, personas que ya hubiesen terminado la carrera.</p>",070302SantiagoColexiodeSanClementeplumayacuarelaemail.jpg,España,-8.54628281,2017-10-11T14:56:00,0,154,Santiago de Compostela,Avenida de Figueroa,4762234.23990481,2010-03-04T12:10:00,42.87744000,4762234.23990481,http://www.santiagoturismo.com/monumentos/colexio-san-clemente-de-pasantes-2
18,18,15704,Casa da Parra,casa-da-parra-1,2010-04-15T16:17:00,"<p>Finales s. XVII. Barroca.<br /><br />Obra de Domingo de Andrade, fue objeto de reformas en el siglo XX, en el que se le a&ntilde;adi&oacute; la balaustrada superior y un piso m&aacute;s. Destaca la decoraci&oacute;n a base de racimos que enmarcan las puertas inferior y superior del lado derecho, as&iacute; como las m&eacute;nsulas labradas en la parte inferior del balc&oacute;n y la monumental chimenea.&nbsp;</p>",17,"<p>Finales s. XVII. Barroco. Obra de Domingo de Andrade, fue objeto de reformas en el siglo XX, en el que se le a&ntilde;adi&oacute; la balaustrada superior y un piso m&aacute;s. Destaca la decoraci&oacute;n a base de racimos que enmarcan las puertas inferior y superior del lado derecho, as&iacute; como las m&eacute;nsulas labradas en la parte inferior del balc&oacute;n y la monumental chimenea.</p>",CasadaParra.jpg,España,-8.54374869,2020-10-19T12:16:00,0,106,Santiago de Compostela,Praza da Quintana de Vivos 1,4762600.80091152,2010-03-04T12:10:00,42.88086286,4762600.80091152,http://www.santiagoturismo.com/monumentos/casa-da-parra-1
19,19,15704,Facultad de Geografía e Historia,facultade-de-xeografia-e-historia,2010-10-04T14:24:00,"<p>S. XVIII. Neocl&aacute;sica.</p> <p>Este edificio neocl&aacute;sico de enormes columnas fue levantado con planos de Melchor de Prado entre 1769 y 1805, en el solar que hab&iacute;a ocupado el colegio de la Compa&ntilde;&iacute;a de Jes&uacute;s. El &uacute;ltimo piso se a&ntilde;adi&oacute; a finales del s. XIX. El frontis que representaba a Minerva fue sustituido entonces por las estatuas gigantes de los benefactores de la Universidad: Lope G&oacute;mez de Marzoa, Juan de Ulloa, &Aacute;lvaro de Cadaval y el conde de Monterrey.</p> <p>En su interior destacan el claustro ajardinado con fuente, el paraninfo con frescos de Fenolera y Gonz&aacute;lez, y la sala de lectura, as&iacute; como las terrazas con vistas a toda la ciudad.</p>",17,"<p>S. XVIII. Neocl&aacute;sica. Este edificio neocl&aacute;sico de enormes columnas fue levantado con planos de Melchor de Prado entre 1769 y 1805, en el solar que hab&iacute;a ocupado el colegio de la Compa&ntilde;&iacute;a de Jes&uacute;s. El &uacute;ltimo piso se a&ntilde;adi&oacute; a finales del s. XIX. El frontis que representaba a Minerva fue sustituido entonces por las estatuas gigantes de los benefactores de la Universidad: Lope G&oacute;mez de Marzoa, Juan de Ulloa, &Aacute;lvaro de Cadaval y el conde de Monterrey.</p> <p>&nbsp;</p>",Xeografa.jpg,España,-8.54192129,2019-10-30T14:28:00,0,32587,Santiago de Compostela,Travesía da Universidade 1,4762361.13730097,2010-10-04T14:20:00,42.87879418,4762361.13730097,http://www.santiagoturismo.com/monumentos/facultade-de-xeografia-e-historia
20,20,0,Seminario Menor,seminario-menor,2010-03-04T12:42:00,<p>S. XX. <br /><br />Se trata de una construcci&oacute;n de los a&ntilde;os cincuenta. Funciona como colegio y como Albergue de Peregrinos. <br /><br /></p>,0, ,2016/11/SeminarioMenor.jpg, ,-8.53654900,2016-11-15T11:42:00,0,146, ,"Belvís, s/n.",4762099.86872849,2010-03-04T12:07:00,42.87670300,4762099.86872849,http://www.santiagoturismo.com/monumentos/seminario-menor
21,21,15706,Monasterio e Iglesia de Santa María de Conxo,mosteiro-e-igrexa-de-santa-maria-de-conxo,2010-03-04T12:42:00,"<p>Iglesia: s. XVII. Barroca. Claustro rom&aacute;nico.<br /><br />En el centro del barrio de Conxo est&aacute; el Monasterio de Santa Mar&iacute;a. Seg&uacute;n la tradici&oacute;n, fue fundado por la se&ntilde;ora Rusuida para dar digna sepultura a su marido, asesinado cuando hacia el Camino de Santiago. En cualquier caso, los documentos hist&oacute;ricos atribuyen la fundaci&oacute;n al arzobispo Xelm&iacute;rez con el fin de albergar una comunidad de monjas.</p> <p>El claustro rom&aacute;nico de la &eacute;poca de su fundaci&oacute;n en el siglo XII, conserva dos de sus alas en las que se puede leer la inscripci&oacute;n fundacional del a&ntilde;o 1129. Las monjas que lo habitaban pasaron al Monasterio de Antealtares en el siglo XV. Posteriormente fue habitado por frailes mercedarios.En el siglo XIX, tras el traslado de esta congregaci&oacute;n a Poio,&nbsp;acogi&oacute; el Sanatorio Psiqui&aacute;trico Provincial. Desde 1993, es Hospital Psiqui&aacute;trico perteneciente al sistema sanitario p&uacute;blico. El claustro rom&aacute;nico puede visitarse solicitando permiso en la recepci&oacute;n del Sanatorio.</p> <p>La iglesia actual obra de Gonz&aacute;lez de Ara&uacute;jo data del siglo XVII. En su interior conserva un retablo barroco con im&aacute;genes de gran valor, entre las que destaca el Cristo crucificado de Gregorio Fern&aacute;ndez, una imagen muy realista. Del siglo XVIII es la porter&iacute;a que se debe a Clemente Fern&aacute;ndez Sarela.</p>",18, ,2020/03/TSABMMG7973.jpg,España,-8.55598358,2020-03-09T13:37:00,0,129,Santiago de Compostela,Rúa do Campo de Conxo,4760657.36761801,2010-03-04T12:07:00,42.86277334,4760657.36761801,http://www.santiagoturismo.com/monumentos/mosteiro-e-igrexa-de-santa-maria-de-conxo
22,22,15705,Iglesia de la Tercera Orden,igrexa-da-terceira-orde,2010-03-04T12:42:00,"<p>S. XVIII. Barroco. <br /><br />En &aacute;ngulo con la portada del templo de San Francisco, Domingo de Andrade edific&oacute; la capilla de la Venerable Orden Tercera. Su retablo fue trazado por Miguel de Romai en 1714. <br /><br /></p>",19, ,TerceiraOrde2.jpg,España,-8.54578877,2017-02-28T13:06:00,0,118,Santiago de Compostela,Rúa do Campiño de San Francisco 2,4762853.48029616,2010-03-04T12:07:00,42.88303834,4762853.48029616,http://www.santiagoturismo.com/monumentos/igrexa-da-terceira-orde
23,23,15702,Pazo de Santa Cruz,pazo-de-santa-cruz,2010-03-04T12:42:00,"<p>Principios s. XIX. <br /><br />Se trata de un edificio de tres plantas, obra del arquitecto Fernando Dom&iacute;nguez y Romay. La planta baja destaca por la austera decoraci&oacute;n basada en un ligero almohadillado. En el primer piso destacan los balcones de hierro enroscado. Sobre la cornisa lleva un front&oacute;n triangular bajo el que se sit&uacute;a el escudo del Marqu&eacute;s de Santa Cruz.</p>",0, ,SantaCruzcrop.jpg, ,-8.54317900,2013-12-01T23:54:00,0,147,Santiago de Compostela,"Rúa Nova, 9",4762429.11158016,2010-03-04T12:07:00,42.87934500,4762429.11158016,http://www.santiagoturismo.com/monumentos/pazo-de-santa-cruz
24,24,15703,"Convento, Iglesia y Colegio de las Huérfanas",convento-igrexa-e-colexio-das-orfas-3,2010-03-04T12:42:00,"<p>S. XVII. Barroco.<br /><br />En la r&uacute;a das Orfas, se hallan la iglesia y el colegio del mismo nombre. El Arzobispo Juan de Sanclemente fund&oacute; este edificio a finales del siglo XVI para dar alojamiento y educaci&oacute;n a ni&ntilde;as hu&eacute;rfanas o de pocos recursos. M&aacute;s tarde fue modificado por Domingo de Andrade y Fernando de Casas y N&oacute;voa. La iglesia fue construida por Melchor Velasco en 1671. En el retablo del altar mayor, obra de Francisco de Lens, sobresale una Inmaculada de Gambino, entre San Jos&eacute; y Santiago. En la actualidad es sede del colegio Nuestra Se&ntilde;ora de los Remedios.<br /><br /></p>",19, ,070111SantiagoConventodelasHurfanasplumayacuarelaemail.jpg,España,-8.54367287,2017-02-28T12:49:00,0,117,Santiago de Compostela,Rúa das Orfas 5,4762268.46203313,2010-03-04T12:07:00,42.87787486,4762268.46203313,http://www.santiagoturismo.com/monumentos/convento-igrexa-e-colexio-das-orfas-3
25,25,15703,Iglesia de la Compañía o de la Universidad,igrexa-da-compania-ou-da-universidade,2010-03-04T12:42:00,"<p>S. XVII. Barroco.<br /><br />Junto a la Facultad de Geograf&iacute;a e Historia se levanta la Iglesia de la Compa&ntilde;&iacute;a. Fue construida por los jesuitas en el siglo XVII. A finales del siglo XVIII, cuando la <script src=""/js/tiny_mce/themes/advanced/langs/en.js"" type=""text/javascript""></script> orden fue expulsada de Espa&ntilde;a, pas&oacute; a ser capilla de la Universidad y las im&aacute;genes de la fachada que representaban a San Ignacio y a San Francisco Javier fueron modificadas para representar a San Pedro y a San Pablo. Tiene un valioso retablo mayor barroco en su interior.</p> <p>Hoy el edificio se usa activamente como sala de exposiciones y sede de la Orquesta de la Universidade de Santiago de Compostela.</p>",18,"<p>S. XVII. Barroco.&nbsp;Fue construida por los jesuitas en el siglo XVII.&nbsp;Tiene valiosos retablos barrocos en su interior, entre los que destaca el retablo mayor, de Sim&oacute;n Rodr&iacute;guez.&nbsp;</p>",070101SantiagoIglesiaUniversidadplumayacuarelaemail.jpg,España,-8.54230464,2017-03-07T16:59:00,0,116,Santiago de Compostela,Praza da Universidade,4762337.43175855,2010-03-04T12:10:00,42.87856217,4762337.43175855,http://www.santiagoturismo.com/monumentos/igrexa-da-compania-ou-da-universidade
26,26,15704,Convento e Iglesia de San Francisco,convento-e-igrexa-de-san-francisco,2010-05-14T14:04:00,"<p>S. XVII. Barroco. <br /><br />El Convento de San Francisco de Valdedi&oacute;s fue fundado por San Francisco de As&iacute;s en su visita a Santiago de Compostela en 1214, en el lugar de Val de Dios. El terreno fue comprado a los monjes de San Marti&ntilde;o Pinario por la simb&oacute;lica renta anual de una cesta de truchas. La fundaci&oacute;n, envuelta en leyendas, est&aacute; descrita en una inscripci&oacute;n en el muro del actual convento. Se dice all&iacute; que San Francisco encarg&oacute; su construcci&oacute;n a un carbonero llamado Cotolay, que encontr&oacute; milagrosamente un tesoro con el que pudo costear esta obra. <br /><br />Del edificio original s&oacute;lo se conservan cinco arcos g&oacute;ticos en el claustro y el sepulcro de Cotolay. El actual templo barroco se construy&oacute; entre 1742 y 1749 y es de gran simplicidad y pureza formal. Posteriormente una reforma neocl&aacute;sica retoc&oacute; la fachada, que cuenta con una imagen de San Francisco realizada por el escultor Ferreiro. <br /><br />En el atrio destaca el Monumento a San Francisco, concebido como un gigantesco crucero por el escultor Francisco Asorey. <br /><br />El claustro del convento es de principios del siglo XVII y se atribuye a X&aacute;come Fern&aacute;ndez. <br /><br />El Museo de Terra Santa, vinculado a este convento, guarda objetos referentes a los Santos Lugares, as&iacute; como otros de la tradici&oacute;n peregrina.</p>",17, ,0383.jpg,España,-8.54508337,2015-03-11T13:43:00,0,115,Santiago de Compostela,Rúa do Campiño de San Francisco 3,4762869.46621500,2010-03-04T12:10:00,42.88321652,4762869.46621500,http://www.santiagoturismo.com/monumentos/convento-e-igrexa-de-san-francisco
